index,Order ID,Date,Status,Fulfilment,Category,Size,ASIN,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code
0,405-8078784-5731545,04-30-22,Cancelled,Merchant,Set,S,B09KXVBD7Z,Null,0,648,MUMBAI,MAHARASHTRA,400081
1,171-9198151-1101146,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09K3WFS32,Shipped,1,406,BENGALURU,KARNATAKA,560085
3,403-9615377-8133951,04-30-22,Cancelled,Merchant,Western Dress,L,B099NRCT7B,Null,0,329,PUDUCHERRY,PUDUCHERRY,605008
4,407-1069790-7240320,04-30-22,Shipped,Amazon,Top,3XL,B098714BZP,Shipped,1,753,CHENNAI,TAMIL NADU,600073
5,404-1490984-4578765,04-30-22,Shipped,Amazon,Set,XL,B08YN7XDSG,Shipped,1,574,GHAZIABAD,UTTAR PRADESH,201102
6,408-5748499-6859555,04-30-22,Shipped,Amazon,Set,L,B08CMHNWBN,Shipped,1,824,CHANDIGARH,CHANDIGARH,160036
7,406-7807733-3785945,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B081WX4G4Q,Shipped,1,653,HYDERABAD,TELANGANA,500032
8,407-5443024-5233168,04-30-22,Cancelled,Amazon,Set,3XL,B08L91ZZXN,Cancelled,0,399,HYDERABAD,TELANGANA,500008
9,402-4393761-0311520,04-30-22,Shipped,Amazon,kurta,XXL,B08B3XF5MH,Shipped,1,0,Chennai,TAMIL NADU,600041
11,171-4638481-6326716,04-30-22,Shipped,Amazon,kurta,XS,B098117DJ3,Shipped,1,363,NOIDA,UTTAR PRADESH,201303
12,405-5513694-8146768,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XS,B081XCMYXJ,Shipped,1,685,Amravati.,MAHARASHTRA,444606
13,408-7955685-3083534,04-30-22,Shipped,Amazon,Set,XS,B085HS947T,Shipped,1,364,MUMBAI,MAHARASHTRA,400053
14,408-1298370-1920302,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09CSSQY4F,Shipped,1,399,MUMBAI,MAHARASHTRA,400053
15,403-4965581-9520319,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,6XL,B09PY99SVJ,Shipped,1,657,GUNTAKAL,ANDHRA PRADESH,515801
16,406-9379318-6555504,04-30-22,Shipped,Amazon,kurta,XXL,B099FCT65D,Shipped,1,771,JAIPUR,RAJASTHAN,302020
17,405-9013803-8009918,04-30-22,Shipped,Amazon,kurta,XL,B081WT6GG7,Shipped,1,544,NEW DELHI,DELHI,110074
18,402-4030358-5835511,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B098133PV5,Shipped,1,329,Gurgaon,HARYANA,122004
19,405-5957858-1051546,04-30-22,Shipped,Amazon,Set,XS,B0983DDPL6,Shipped,1,399,BENGALURU,KARNATAKA,560017
20,405-0607769-0716360,04-30-22,Shipped,Amazon,kurta,3XL,B09HMXJVFS,Shipped,1,458,TIRUCHIRAPPALLI,TAMIL NADU,620018
21,404-8494550-5860325,04-30-22,Shipped,Amazon,Set,M,B09KXV4BN8,Shipped,1,886,BENGALURU,KARNATAKA,560040
22,171-1305077-2813934,04-30-22,Shipped,Amazon,kurta,L,B082W7GVH7,Shipped,1,517,HYDERABAD,TELANGANA,500072
23,404-6019946-2909948,04-30-22,Cancelled,Merchant,Set,M,B099NK55YG,Null,0,666,pune,MAHARASHTRA,411044
24,402-3384087-4005164,04-30-22,Shipped,Amazon,kurta,L,B08YYYDN9R,Shipped,1,376,TEZPUR,ASSAM,784001
25,405-8191138-5176316,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XS,B09G2RQSRZ,Shipped,1,570,RANCHI,JHARKHAND,834002
26,403-9230474-9657916,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B082W8JXJ9,Shipped,1,499,BILASPUR,CHHATTISGARH,495001
27,408-3484251-6901959,04-30-22,Shipped,Amazon,kurta,4XL,B09LD2W9XL,Shipped,1,582,PUNE,MAHARASHTRA,411052
28,405-7755803-4729935,04-30-22,Shipped,Amazon,kurta,M,B08KRXV1QR,Shipped,1,299,BENGALURU,KARNATAKA,560037
29,404-5933402-8801952,04-30-22,Cancelled,Merchant,kurta,3XL,B07JG3CND8,Null,0,459,GUWAHATI,ASSAM,781003
30,171-9040274-9291563,04-30-22,Shipped,Amazon,Western Dress,S,B099NR7612,Shipped,1,399,THIRUVARUR,TAMIL NADU,613704
31,403-7056319-0979561,04-30-22,Shipped,Amazon,kurta,XL,B08YYTCPYX,Shipped,1,0,LUCKNOW,UTTAR PRADESH,226010
32,404-9632124-1107550,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,M,B08B3YNJG5,Shipped,1,791,VISAKHAPATNAM,ANDHRA PRADESH,530016
33,402-1465437-0579556,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B09K3XR43V,Shipped,1,499,JEYPUR,ODISHA,764001
34,404-7774085-3780319,04-30-22,Shipped,Amazon,kurta,XL,B082W8BXW1,Shipped,1,1233,HYDERABAD,TELANGANA,500028
35,402-2764952-1492318,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B08YYRH2Q6,Shipped,1,517,LUCKNOW,UTTAR PRADESH,226016
36,406-0272200-7784379,04-30-22,Shipped,Amazon,Set,L,B09KXT4VG7,Shipped,1,376,CHENNAI,TAMIL NADU,600033
37,403-4367956-2849158,04-30-22,Shipped,Amazon,kurta,S,B09RKBXM5B,Shipped,1,499,NEW DELHI,DELHI,110092
38,403-4367956-2849158,04-30-22,Shipped,Amazon,kurta,S,B08HHJP41L,Shipped,1,666,NEW DELHI,DELHI,110092
39,403-4242957-8599555,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,487,THIRUVANANTHAPURAM,KERALA,695011
40,408-7165704-5643524,04-30-22,Shipped,Amazon,Ethnic Dress,XXL,B09831VWD9,Shipped,1,368,GREATER NOIDA,UTTAR PRADESH,201306
41,402-8210765-3935569,04-30-22,Shipped,Amazon,Western Dress,3XL,B09SDXZBGX,Shipped,1,399,JABALPUR,MADHYA PRADESH,482002
42,406-7398201-3869914,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B0794YR85H,Shipped,1,699,MUMBAI,MAHARASHTRA,400092
43,408-3478480-0881162,04-30-22,Shipped,Amazon,Set,M,B09QJM1D7F,Shipped,1,885,LUCKNOW,UTTAR PRADESH,226017
44,402-7595162-9129931,04-30-22,Shipped,Amazon,Set,L,B08XQ8MCKP,Shipped,1,424,MUMBAI,MAHARASHTRA,400076
45,171-6876154-6233146,04-30-22,Shipped,Amazon,Set,S,B08B3Z38TJ,Shipped,1,1126,KOLKATA,WEST BENGAL,700014
46,408-3917043-5314763,04-30-22,Shipped,Amazon,Set,L,B08XNDL1DL,Shipped,1,788,ONGOLE,ANDHRA PRADESH,523001
47,408-9281152-6213100,04-30-22,Shipped,Amazon,Top,S,B0986ZHR9D,Shipped,1,759,SECUNDERABAD,TELANGANA,500017
48,403-3496411-3082707,04-30-22,Shipped,Amazon,kurta,S,B08WPTJBBD,Shipped,1,1146,HYDERABAD,TELANGANA,500062
49,171-9208368-0157156,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WVMMCY,Shipped,1,665,KEWALPUR,UTTAR PRADESH,271881
50,408-2137113-0982751,04-30-22,Shipped,Amazon,Set,S,B091Z81MLX,Shipped,1,429,CUTTACK,ODISHA,753012
51,402-3628566-9688333,04-30-22,Shipped,Amazon,Set,M,B0894XH3LN,Shipped,1,399,BADLAPUR,MAHARASHTRA,421503
52,408-7138000-9728362,04-30-22,Shipped,Amazon,Set,M,B09CTCDDQ4,Shipped,1,848,dimapur,NAGALAND,797112
53,402-1752649-2274748,04-30-22,Shipped,Amazon,kurta,XL,B01M4IAS51,Shipped,1,654,BENGALURU,KARNATAKA,560047
54,402-7944191-1869101,04-30-22,Shipped,Amazon,Top,L,B099S6795L,Shipped,1,1033,BENGALURU,KARNATAKA,560076
55,407-4063876-9566742,04-30-22,Shipped,Amazon,Western Dress,S,B09RK67Y51,Shipped,1,390,WARANGAL,TELANGANA,506001
56,403-0752752-4656334,04-30-22,Shipped,Amazon,Set,XS,B09NQ4DD29,Shipped,1,493,DHAULPUR,RAJASTHAN,328024
57,406-8879861-2081117,04-30-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,721,GUWAHATI,ASSAM,781029
58,406-8089333-7941903,04-30-22,Shipped,Amazon,Set,S,B09CT6L67S,Shipped,1,597,Bengaluru,KARNATAKA,560103
59,171-3072652-6805159,04-30-22,Shipped,Amazon,kurta,XXL,B077MF72BK,Shipped,1,399,HYDERABAD,TELANGANA,500072
60,171-2592464-6846743,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B0922WJ27J,Shipped,1,888,BENGALURU,KARNATAKA,560023
61,404-2262140-4696366,04-30-22,Shipped,Amazon,kurta,M,B07H7FZD32,Shipped,1,353,NAGPUR,MAHARASHTRA,440022
62,404-2262140-4696366,04-30-22,Shipped,Amazon,kurta,M,B08QGK2BS2,Shipped,1,599,NAGPUR,MAHARASHTRA,440022
63,405-3594372-1614709,04-30-22,Shipped,Amazon,Set,XS,B09RKFBMYD,Shipped,1,518,GREATER NOIDA,UTTAR PRADESH,201306
64,407-2974257-4781134,04-30-22,Shipped,Amazon,Set,M,B08YN44FZJ,Shipped,1,295,THANE,MAHARASHTRA,400607
65,171-4137548-0481151,04-30-22,Cancelled,Amazon,kurta,XXL,B082W8RWN1,Cancelled,0,852,Dahod,Gujarat,389151
66,405-4461562-9113959,04-30-22,Shipped,Amazon,Set,XXL,B09RKDZ461,Shipped,1,824,RANCHI,JHARKHAND,834004
67,404-4535078-5241919,04-30-22,Shipped,Amazon,Top,L,B08ZHNGS54,Shipped,1,0,PUNE,MAHARASHTRA,411014
68,405-8387725-2971512,04-30-22,Shipped,Amazon,Set,L,B08MXF6MZF,Shipped,1,909,BENGALURU,KARNATAKA,560040
69,405-6480932-8759528,04-30-22,Shipped,Amazon,Set,3XL,B09M6VGNX8,Shipped,1,432,VIJAPURA,KARNATAKA,586201
70,405-9966506-3155561,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B07H7F97S4,Shipped,1,545,CHENNAI,TAMIL NADU,600041
71,408-7029737-8028367,04-30-22,Shipped,Amazon,kurta,M,B099FB63Q6,Shipped,1,1146,MUMBAI,MAHARASHTRA,400080
72,407-2189901-7515567,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09K3YFPSS,Shipped,1,696,bangalore,KARNATAKA,560001
73,402-2105657-2899562,04-30-22,Shipped,Amazon,kurta,XXL,B09K3WDYB6,Shipped,1,432,BENGALURU,KARNATAKA,560098
74,406-1326801-8886709,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B08CDQKS84,Shipped,1,631,BERHAMPUR,ODISHA,760002
75,408-7760667-5809130,04-30-22,Shipped,Amazon,kurta,L,B099FBM4FZ,Shipped,1,316,HYDERABAD,TELANGANA,500085
76,405-8457623-9269955,04-30-22,Shipped,Amazon,kurta,XXL,B081WSL2JS,Shipped,1,362,PUNE,MAHARASHTRA,411045
77,408-6820155-3521913,04-30-22,Shipped,Amazon,Set,3XL,B09PN3GVMZ,Shipped,1,329,TEZPUR,ASSAM,784001
78,403-6190683-2687538,04-30-22,Shipped,Amazon,Western Dress,XL,B09SDZ14KR,Shipped,1,399,HIMMATNAGAR,Gujarat,383001
79,408-4069830-3819562,04-30-22,Shipped,Amazon,Set,3XL,B09M6STTBC,Shipped,1,751,Kolkata,WEST BENGAL,700048
80,408-4069830-3819562,04-30-22,Shipped,Amazon,Set,3XL,B09TH6R8K4,Shipped,1,791,Kolkata,WEST BENGAL,700048
81,408-4069830-3819562,04-30-22,Shipped,Amazon,Set,3XL,B09RKDPH6J,Shipped,1,684,Kolkata,WEST BENGAL,700048
82,171-7367545-7081126,04-30-22,Shipped,Amazon,kurta,XXL,B08YZ1HZ7B,Shipped,1,1281,HYDERABAD,TELANGANA,502032
83,404-6522553-9345930,04-30-22,Cancelled,Merchant,Set,M,B09TZV23QS,Null,0,1186,DEHRADUN,UTTARAKHAND,248001
84,403-9950518-0349133,04-30-22,Cancelled,Amazon,kurta,M,B08WPR5MCB,Cancelled,0,499,HYDERABAD,TELANGANA,500072
85,407-6599093-6553153,04-30-22,Shipped - Delivered to Buyer,Merchant,Bottom,3XL,B08KR9JYNQ,Shipped,1,1105,KOLKATA,WEST BENGAL,700078
86,403-3763475-2237125,04-30-22,Shipped,Amazon,Western Dress,M,B0982ZJ666,Shipped,1,0,DHARMAPURI,TAMIL NADU,636705
87,405-1492294-0323520,04-30-22,Shipped,Amazon,Western Dress,XL,B099NQJZPQ,Shipped,1,377,DEHRADUN,UTTARAKHAND,248005
88,403-1162895-2484367,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,XXL,B099NSGTJ9,Shipped,1,744,JAIPUR,RAJASTHAN,303905
89,171-6833843-5473114,04-30-22,Shipped,Amazon,kurta,M,B08PCVMF6R,Shipped,1,744,VADODARA,Gujarat,390019
90,403-1477057-8253913,04-30-22,Shipped,Amazon,Western Dress,3XL,B0983121HP,Shipped,1,859,CHAVAKKAD,KERALA,680506
91,408-2114413-6089906,04-30-22,Shipped,Amazon,Set,M,B09KXTTVB5,Shipped,1,487,PATNA,BIHAR,800026
92,405-1879750-2639521,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B09SDYSR1F,Shipped,1,825,CHENNAI,TAMIL NADU,600028
93,406-5727754-5302723,04-30-22,Shipped,Amazon,Set,M,B07X3K4L82,Shipped,1,680,VADODARA,Gujarat,390018
94,405-0901744-8270705,04-30-22,Shipped,Amazon,kurta,L,B08YYR9G96,Shipped,1,725,VADODARA,Gujarat,390003
95,405-9112089-3379536,04-30-22,Cancelled,Amazon,kurta,L,B081WSCKPQ,Cancelled,0,696,PUNE,MAHARASHTRA,411046
96,408-6357132-2310703,04-30-22,Shipped,Amazon,Set,L,B0894Y4PNG,Shipped,1,499,Jammu,JAMMU & KASHMIR,180011
97,406-5334922-9670748,04-30-22,Shipped,Amazon,kurta,3XL,B099NJ1WVX,Shipped,1,0,bangalore,KARNATAKA,560026
98,402-8519791-3706738,04-30-22,Shipped,Amazon,Set,S,B09RKDJ9SQ,Shipped,1,696,NEW DELHI,DELHI,110036
99,408-1830318-0357940,04-30-22,Shipped,Amazon,kurta,XXL,B081WSL2JS,Shipped,1,406,NARNAUND,HARYANA,125039
100,406-5103760-7326749,04-30-22,Shipped,Amazon,kurta,XXL,B081WYHTF2,Shipped,1,852,Ahmedabad,Gujarat,380051
101,402-7841951-1872363,04-30-22,Cancelled,Amazon,Set,S,B09RKDJ9SQ,Cancelled,0,399,NEW DELHI,DELHI,110036
102,408-7698765-2294756,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B0983FZLXC,Shipped,1,432,AMBARNATH,MAHARASHTRA,421502
103,404-1856281-9996319,04-30-22,Shipped - Delivered to Buyer,Merchant,Western Dress,S,B099NQ1SKZ,Shipped,1,0,GWALIOR,MADHYA PRADESH,474005
104,406-5406738-7113145,04-30-22,Shipped,Amazon,Set,L,B08XQ8MCKP,Shipped,1,1338,NEW DELHI,DELHI,110078
105,405-5257740-5301158,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B082PXMCZ4,Shipped,1,472,ROHTAK,HARYANA,124001
106,405-5257740-5301158,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B081X4KQ14,Shipped,1,788,ROHTAK,HARYANA,124001
107,405-2072502-4089911,04-30-22,Shipped,Amazon,Set,XL,B099NJV9X7,Shipped,1,832,ROHTAK,HARYANA,124001
108,405-0882561-5952340,04-30-22,Shipped,Amazon,Set,M,B09K3LJWBB,Shipped,1,399,Kolkata,WEST BENGAL,700156
109,403-7266170-1163500,04-30-22,Shipped - Delivered to Buyer,Merchant,Top,M,B08ZH9GDTY,Shipped,1,599,MUMBAI,MAHARASHTRA,400076
110,405-8114272-1687512,04-30-22,Shipped,Amazon,Set,L,B08XQ8MCKP,Shipped,1,692,NEW DELHI,DELHI,110034
111,171-6138639-1478731,04-30-22,Shipped,Amazon,kurta,M,B07S8WG31H,Shipped,1,518,HYDERABAD,TELANGANA,500054
112,405-4059216-4541150,04-30-22,Shipped,Amazon,Set,XS,B09NQ54RRT,Shipped,1,788,HYDERABAD,TELANGANA,500072
113,405-1152015-7333945,04-30-22,Shipped,Amazon,Set,S,B0983D6TGS,Shipped,1,318,PATNA,BIHAR,800002
114,406-0177436-6731556,04-30-22,Shipped,Amazon,kurta,S,B099FC7FSQ,Shipped,1,597,RAMAGUNDAM,TELANGANA,505211
115,406-0715107-8168308,04-30-22,Shipped,Amazon,Set,M,B09RKD6KWL,Shipped,1,888,PITHORAGARH,UTTARAKHAND,262501
116,403-0104882-7373900,04-30-22,Cancelled,Amazon,Western Dress,XXL,B09SDY9GXB,Unshipped,1,406,HIMMATNAGAR,Gujarat,383001
117,403-0104882-7373900,04-30-22,Cancelled,Amazon,Western Dress,XL,B09831P2JC,Unshipped,1,1186,HIMMATNAGAR,Gujarat,383001
118,403-0104882-7373900,04-30-22,Cancelled,Amazon,Western Dress,XXL,B0982ZS9FG,Unshipped,1,791,HIMMATNAGAR,Gujarat,383001
119,405-3002282-6797102,04-30-22,Shipped,Amazon,kurta,S,B0743FRDLK,Shipped,1,807,KOLKATA,WEST BENGAL,700057
120,407-8466904-3461908,04-30-22,Shipped,Amazon,Top,XL,B09873BFC1,Shipped,1,807,MUMBAI,MAHARASHTRA,400101
121,171-3305587-5364338,04-30-22,Shipped,Amazon,kurta,S,B07R41PW8D,Shipped,1,311,HYDERABAD,TELANGANA,500053
122,406-8961316-8137943,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09NQ4CZ65,Shipped,1,387,"GUWAHATI, KAMRUP (M)",ASSAM,781014
123,406-8961316-8137943,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09NQ33VW2,Shipped,1,348,"GUWAHATI, KAMRUP (M)",ASSAM,781014
124,171-2813040-8296320,04-30-22,Shipped,Amazon,Set,3XL,B09NQ51MPV,Shipped,1,597,KOLAR,KARNATAKA,563101
125,408-9845791-1393151,04-30-22,Shipped,Amazon,Set,XS,B09NQ4DD29,Shipped,1,549,PATIALA,PUNJAB,147001
126,402-4277204-2348328,04-30-22,Shipped,Amazon,Set,S,B09CT26LGZ,Shipped,1,635,REWA,MADHYA PRADESH,486001
127,171-3049339-2085136,04-30-22,Shipped,Amazon,kurta,XXL,B091Q9J9QL,Shipped,1,597,BONGAIGAON,ASSAM,783380
128,405-9928526-2470747,04-30-22,Shipped,Amazon,Set,XS,B09K3LRR2T,Shipped,1,790,HYDERABAD,TELANGANA,500087
129,405-4908072-0260360,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B08YZ2ZXT7,Shipped,1,375,BENGALURU,KARNATAKA,560055
130,406-3984186-5973150,04-30-22,Shipped,Amazon,Set,XXL,B0822V61TT,Shipped,1,1115,Chengalpattu,TAMIL NADU,603002
131,171-8635309-7508346,04-30-22,Shipped,Amazon,Set,M,B09NQ4NM75,Shipped,1,579,PERAMBALUR,TAMIL NADU,621212
132,171-0293372-4913973,04-30-22,Cancelled,Amazon,Set,3XL,B0983FSRFS,Cancelled,0,788,KOLAR,KARNATAKA,563101
133,402-8288606-4313118,04-30-22,Shipped,Amazon,kurta,M,B09HMVWDN3,Shipped,1,597,BILASPUR,HIMACHAL PRADESH,174001
134,402-8746990-6412346,04-30-22,Shipped,Amazon,kurta,XXL,B07R41RZV7,Shipped,1,0,CHENNAI,TAMIL NADU,600099
135,402-0294212-5431551,04-30-22,Shipped,Amazon,kurta,3XL,B09HMTKV2L,Shipped,1,517,VARANASI,UTTAR PRADESH,221010
136,406-1530134-2105912,04-30-22,Shipped,Amazon,kurta,XXL,B07H7DZXJ5,Shipped,1,442,BENGALURU,KARNATAKA,560036
137,403-5222550-4437140,04-30-22,Shipped,Amazon,kurta,M,B07R5X3499,Shipped,1,399,COIMBATORE,TAMIL NADU,641035
138,408-1482435-5202714,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,M,B0822TDMYH,Shipped,1,518,CHIRMIRI,CHHATTISGARH,497449
139,403-6442534-2769112,04-30-22,Cancelled,Amazon,Top,3XL,B099S7RDLZ,Cancelled,0,348,AZAMGARH,UTTAR PRADESH,276302
140,408-3113070-0750756,04-30-22,Shipped,Amazon,Set,M,B09NQ4NM75,Shipped,1,788,KALYAN,MAHARASHTRA,421306
141,404-7796841-1880317,04-30-22,Shipped,Amazon,kurta,S,B09RKBYVXN,Shipped,1,0,NEW DELHI,DELHI,110016
142,405-2142542-0941949,04-30-22,Shipped,Amazon,kurta,XL,B08B3YPXKZ,Shipped,1,597,HYDERABAD,TELANGANA,502032
143,405-0286717-7761132,04-30-22,Shipped,Amazon,kurta,XL,B0893DJ4TN,Shipped,1,696,HYDERABAD,TELANGANA,502032
144,406-9021273-9221106,04-30-22,Shipped,Amazon,Western Dress,S,B091SV9XW1,Shipped,1,363,GUWAHATI,ASSAM,781026
145,404-5381335-4577925,04-30-22,Shipped,Amazon,Top,XS,B08TZNX8NY,Shipped,1,299,MYSORE,KARNATAKA,570008
146,171-0131752-2560336,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,M,B09RKDPHFP,Shipped,1,690,BARABANKI,UTTAR PRADESH,225001
147,407-4235449-1353916,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,S,B0894X8979,Shipped,1,574,AMILA,UTTAR PRADESH,275301
148,171-8061614-5688327,04-30-22,Shipped,Amazon,Set,XL,B09RKFS78Y,Shipped,1,1399,VIJAYAWADA,ANDHRA PRADESH,520010
149,407-8248783-4261958,04-30-22,Shipped,Amazon,kurta,XL,B08PCSJ2M6,Shipped,1,999,RAWAN AMBUJA CEMENT PLANT,CHHATTISGARH,493331
150,404-6513062-3876305,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B082W7MZVQ,Shipped,1,999,TIRUCHIRAPPALLI,TAMIL NADU,620018
151,406-7779874-9136347,04-30-22,Shipped,Amazon,Set,L,B09RP8WLNY,Shipped,1,487,HERBERTPUR,UTTARAKHAND,248142
152,406-9638549-1733961,04-30-22,Shipped,Amazon,Set,XXL,B0922SFWK1,Shipped,1,376,BENGALURU,KARNATAKA,560048
153,407-8801185-0134713,04-30-22,Shipped,Amazon,Set,S,B09QJ4J6KJ,Shipped,1,1115,bangalore,KARNATAKA,560001
154,171-3625443-6505905,04-30-22,Shipped,Amazon,Western Dress,L,B09SDXFFQ1,Shipped,1,517,KALAMASSERY,KERALA,682021
155,402-8078642-8565124,04-30-22,Cancelled,Amazon,kurta,XL,B09TZVXQ1J,Cancelled,0,1126,Puri-2,ODISHA,752002
156,402-2820441-9623566,04-30-22,Shipped,Amazon,Western Dress,XXL,B09RK61TZX,Shipped,1,725,TIKABALI,ODISHA,762010
157,171-4312987-5366767,04-30-22,Shipped,Amazon,Set,XS,B09KXSVTDB,Shipped,1,0,BIHARSHARIF,BIHAR,803115
158,403-5189998-9343503,04-30-22,Shipped,Amazon,Set,L,B0928XJX1F,Shipped,1,721,HYDERABAD,TELANGANA,500075
159,407-9863928-5979501,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B077MM3LFJ,Shipped,1,666,PARAVUR,KERALA,683513
160,171-4644162-9093116,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B091Q7G4PC,Shipped,1,496,BASTI,UTTAR PRADESH,272001
161,406-0974406-3179521,04-30-22,Shipped,Amazon,kurta,6XL,B09LD3PMBT,Shipped,1,353,WALAJAPET,TAMIL NADU,632513
162,402-0048138-1845122,04-30-22,Shipped,Amazon,Set,3XL,B09RPJD74Z,Shipped,1,399,Dimapur,NAGALAND,797112
163,407-6283946-7749133,04-30-22,Shipped,Amazon,Ethnic Dress,M,B0894WV6S6,Shipped,1,458,Bengaluru,KARNATAKA,560029
164,407-0542879-1795554,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B081WX4G4Q,Shipped,1,1115,Mahendragarh,HARYANA,123027
165,406-0218328-1773963,04-30-22,Cancelled,Amazon,kurta,6XL,B09LD3PMBT,Cancelled,0,845,WALAJAPET,TAMIL NADU,632513
166,407-3742007-3242711,04-30-22,Shipped,Amazon,kurta,S,B085HGB1GT,Shipped,1,399,HYDERABAD,TELANGANA,500086
167,407-3742007-3242711,04-30-22,Shipped,Amazon,kurta,S,B08BF4GQ9V,Shipped,1,0,HYDERABAD,TELANGANA,500086
168,405-3067317-3360344,04-30-22,Shipped,Amazon,kurta,3XL,B09KXQ3NHZ,Shipped,1,517,GREATER NOIDA,UTTAR PRADESH,201306
169,406-5648244-8317954,04-30-22,Shipped,Amazon,Top,3XL,B098731927,Shipped,1,517,New Delhi,DELHI,110019
170,171-3460653-0171519,04-30-22,Shipped,Amazon,Top,XXL,B08N4QTQHW,Shipped,1,599,GURUGRAM,HARYANA,122002
171,404-5337874-2284337,04-30-22,Shipped,Amazon,Set,XS,B08L92SN2W,Shipped,1,487,BENGALURU,KARNATAKA,560040
172,405-2660443-4165145,04-30-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WVMMCY,Shipped,1,487,BENGALURU,KARNATAKA,560022
173,402-3329522-2367566,04-30-22,Shipped,Amazon,kurta,XXL,B078NTPQHT,Shipped,1,568,MUMBAI,MAHARASHTRA,400069
174,406-3078054-1755513,04-30-22,Shipped,Amazon,kurta,3XL,B08YZ2W99X,Shipped,1,399,BIJNOR,UTTAR PRADESH,246722
175,171-4647176-6456305,04-30-22,Shipped,Amazon,Set,XXL,B09KXSQ73F,Shipped,1,295,MUMBAI,MAHARASHTRA,400078
176,408-5011528-8276347,04-30-22,Shipped,Amazon,Set,M,B099NK55YG,Shipped,1,484,ALLAHABAD,UTTAR PRADESH,211001
177,407-4097885-3129958,04-30-22,Shipped - Delivered to Buyer,Merchant,Top,L,B09B3GS5CM,Shipped,1,626,VASAI VIRAR,MAHARASHTRA,401202
178,171-1224053-5752314,04-30-22,Cancelled,Merchant,Top,L,B0986XYFFP,Null,0,563,BENGALURU,KARNATAKA,560087
179,406-2849582-6531553,04-30-22,Shipped,Amazon,Top,L,B0986XXHX7,Shipped,1,387,BIJNOR,UTTAR PRADESH,246701
180,407-5875767-6399551,04-30-22,Shipped,Amazon,Set,S,B08XNJ19QH,Shipped,1,464,HYDERABAD,TELANGANA,500085
181,171-6336729-6763536,04-30-22,Cancelled,Amazon,Set,M,B09KXV4BN8,Unshipped,1,512,BENGALURU,KARNATAKA,560037
182,404-3907920-5281963,04-30-22,Shipped,Amazon,kurta,XXL,B071VG5FH4,Shipped,1,1112,HYDERABAD,TELANGANA,500090
183,408-7310428-6047538,04-30-22,Shipped,Amazon,Western Dress,M,B099NP42BF,Shipped,1,626,BENGALURU,KARNATAKA,560075
184,403-2608092-6065935,04-30-22,Shipped,Amazon,Set,L,B09NQ44RNV,Shipped,1,376,MANGALURU,KARNATAKA,575001
185,404-9760385-9109154,04-30-22,Shipped,Amazon,kurta,XL,B07WV4JV4D,Shipped,1,859,HYDERABAD,TELANGANA,500034
186,405-0732969-3941948,04-30-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B091Z8TV5Q,Shipped,1,597,NEW TOWN,WEST BENGAL,700059
187,402-2720308-2560327,04-30-22,Shipped,Amazon,Western Dress,L,B099NS9KRN,Shipped,1,329,MUMBAI,MAHARASHTRA,400016
188,402-0589123-6183541,04-30-22,Shipped,Amazon,Set,L,B09G2T795K,Shipped,1,583,MUMBAI,MAHARASHTRA,400016
