index,Order ID,Date,Status,Fulfilment,Category,Size,ASIN,Courier Status,Qty,Amount,ship-city,ship-state,ship-postal-code
15791,406-0515257-8134705,04-21-22,Shipped,Amazon,Blouse,XXL,B08394MN1D,Shipped,1,825,MUMBAI,MAHARASHTRA,400049
15792,404-5298361-3381962,04-21-22,Shipped,Amazon,Set,S,B08B3Z38TJ,Shipped,1,267,NASHIK,MAHARASHTRA,422010
15793,404-7404095-6720348,04-21-22,Shipped,Amazon,Saree,Free,B09HM2SNK4,Shipped,1,249,KALYAN,MAHARASHTRA,421306
15794,408-5803658-3858762,04-21-22,Shipped,Amazon,kurta,L,B081WSCKPQ,Shipped,1,759,Chennai,TAMIL NADU,600004
15795,402-5179947-1404311,04-21-22,Cancelled,Amazon,kurta,XL,B07K4C1KTB,Cancelled,0,819,Khairi,HIMACHAL PRADESH,176325
15796,171-5297169-4934742,04-21-22,Shipped,Amazon,Set,XXL,B091Z69GJ4,Shipped,1,0,CHELPUR,TELANGANA,506168
15797,407-8155056-4571568,04-21-22,Shipped,Amazon,kurta,M,B099FB63Q6,Shipped,1,0,pamidi,ANDHRA PRADESH,515775
15798,171-0851344-2406736,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B09811G9GD,Shipped,1,659,Noida,UTTAR PRADESH,201301
15799,403-5859114-0967552,04-21-22,Shipped,Amazon,kurta,M,B09KXR4JZB,Shipped,1,432,Ahmedabad,Gujarat,382424
15800,406-4156134-3485143,04-21-22,Shipped,Amazon,Western Dress,XL,B0982Z1994,Shipped,1,329,NARASARAOPET,ANDHRA PRADESH,522601
15801,408-3682390-6684325,04-21-22,Shipped,Amazon,Set,XL,B08XNJ8P3S,Shipped,1,599,Ghaziabad,UTTAR PRADESH,201010
15802,404-3660268-8202727,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B09RSX8B8D,Shipped,1,744,MUMBAI,MAHARASHTRA,400028
15803,404-0837713-2621916,04-21-22,Shipped,Amazon,kurta,XL,B085HM8VTK,Shipped,1,1112,HYDERABAD,TELANGANA,500083
15804,404-6896452-0629169,04-21-22,Shipped,Amazon,Set,M,B0983D28F9,Shipped,1,654,JODHPUR,RAJASTHAN,342015
15805,407-7332699-9829127,04-21-22,Shipped - Returned to Seller,Merchant,Set,XL,B09M6S4DML,Shipped,1,517,NEW DELHI,DELHI,110015
15806,403-9412296-4195533,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,L,B0894Y4PNG,Shipped,1,824,NEW DELHI,DELHI,110086
15807,405-0009895-4070723,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,S,B08YYY9W7R,Shipped,1,684,NAVI MUMBAI,MAHARASHTRA,410210
15808,405-0009895-4070723,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B08YZ243V6,Shipped,1,696,NAVI MUMBAI,MAHARASHTRA,410210
15809,408-5120793-6127531,04-21-22,Cancelled,Merchant,kurta,S,B081WYYM3B,Null,0,475,DHAR,MADHYA PRADESH,454001
15810,404-0931772-7573926,04-21-22,Shipped,Amazon,kurta,XL,B08BF4PWCT,Shipped,1,499,HYDERABAD,TELANGANA,500083
15811,406-4791953-5418721,04-21-22,Cancelled,Merchant,kurta,XXL,B08B3XF5MH,Null,0,0,VELLANIKKARA,KERALA,680656
15812,406-0764270-5094701,04-21-22,Cancelled,Amazon,kurta,XL,B08XVPKBKG,Cancelled,0,517,VELLANIKKARA,KERALA,680656
15813,402-4954871-1606719,04-21-22,Shipped,Amazon,Set,M,B0894YTN3H,Shipped,1,0,BENGALURU,KARNATAKA,560077
15814,402-3910289-0837949,04-21-22,Cancelled,Merchant,kurta,XL,B097ZZZ37J,Null,0,0,PANAJI,GOA,403002
15815,402-0551843-7123525,04-21-22,Cancelled,Amazon,kurta,XL,B099FC297C,Cancelled,0,1065,PANAJI,GOA,403002
15816,404-7829797-8897157,04-21-22,Shipped - Delivered to Buyer,Merchant,Western Dress,XL,B091T5FWQC,Shipped,1,475,GURUGRAM,HARYANA,122011
15817,403-4673576-3102716,04-21-22,Shipped,Amazon,kurta,XXL,B07R41RZV7,Shipped,1,0,CHENNAI,TAMIL NADU,600095
15818,171-5394093-6721911,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B09M6TQTGV,Shipped,1,690,RANCHi,JHARKHAND,834001
15819,171-5394093-6721911,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,3XL,B09M6STTBC,Shipped,1,442,RANCHi,JHARKHAND,834001
15820,405-4704262-3236309,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XXL,B09M6TQTGV,Shipped,1,684,NAVI MUMBAI,MAHARASHTRA,400706
15821,171-0794982-5196324,04-21-22,Shipped,Amazon,kurta,XXL,B082W891PY,Shipped,1,684,HYDERABAD,TELANGANA,502032
15822,403-4857491-8465965,04-21-22,Shipped,Amazon,Set,M,B0894YTN3H,Shipped,1,684,HISAR,HARYANA,125001
15823,403-9409779-5113937,04-21-22,Shipped,Amazon,kurta,L,B07R5X9WJB,Shipped,1,435,ANAPARTHY,ANDHRA PRADESH,533342
15824,403-9409779-5113937,04-21-22,Shipped,Amazon,Set,L,B07Q2P453R,Shipped,1,1065,ANAPARTHY,ANDHRA PRADESH,533342
15825,403-4292742-7450706,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B08TH4MQD2,Shipped,1,442,ANAPARTHY,ANDHRA PRADESH,533342
15826,404-6860932-1227547,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B07BL222Q1,Shipped,1,612,SOLAPUR,MAHARASHTRA,413004
15827,402-8813298-1449905,04-21-22,Shipped,Amazon,kurta,XL,B08RP3PMYD,Shipped,1,362,New Delhi,DELHI,110070
15828,408-1488510-1532331,04-21-22,Shipped,Amazon,kurta,XXL,B07R41RZV7,Shipped,1,353,SECUNDERABAD,TELANGANA,500026
15829,402-0251456-3289154,04-21-22,Shipped,Amazon,Set,XL,B08XQBF1G4,Shipped,1,568,PATIALA,PUNJAB,147001
15830,405-1210332-3327546,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B08P1G6BB1,Shipped,1,442,BENGALURU,KARNATAKA,560049
15831,405-1210332-3327546,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B0828PD16L,Shipped,1,788,BENGALURU,KARNATAKA,560049
15832,403-1752633-7025117,04-21-22,Shipped,Amazon,Set,XXL,B07R66H6TQ,Shipped,1,571,HOSUR,TAMIL NADU,635126
15833,407-8550267-7844364,04-21-22,Cancelled,Merchant,Set,XL,B09M6S4DML,Null,0,471,NEW DELHI,DELHI,110015
15834,403-1237584-9795566,04-21-22,Shipped,Amazon,Set,XL,B08B3ZCRC5,Shipped,1,847,Hyderabad,TELANGANA,500081
15835,407-1369215-8328301,04-21-22,Shipped,Amazon,kurta,S,B081WYJ6CV,Shipped,1,0,Jaipur,RAJASTHAN,302018
15836,408-0342190-3542713,04-21-22,Shipped,Amazon,Set,L,B09NDKQD88,Shipped,1,759,NOIDA,UTTAR PRADESH,201301
15837,402-7418426-3599555,04-21-22,Shipped,Amazon,Set,S,B0822SQ4GV,Shipped,1,471,Angamaly,KERALA,683572
15838,406-9235412-6233139,04-21-22,Shipped,Amazon,Set,XL,B09NQ4QS13,Shipped,1,597,NASHIK,MAHARASHTRA,422101
15839,408-8841897-5760335,04-21-22,Shipped,Amazon,kurta,M,B08YYX8VKT,Shipped,1,715,GURUGRAM,HARYANA,122001
15840,403-6290120-0341133,04-21-22,Shipped,Amazon,Set,M,B09NDKJKPN,Shipped,1,635,PUNE,MAHARASHTRA,411021
15841,404-0332920-9693956,04-21-22,Shipped,Amazon,kurta,3XL,B082W7MZVQ,Shipped,1,0,MUMBAI,MAHARASHTRA,400012
15842,407-1135483-7798754,04-21-22,Shipped,Amazon,Set,S,B09QJMCBD6,Shipped,1,635,VISAKHAPATNAM,ANDHRA PRADESH,530013
15843,407-1135483-7798754,04-21-22,Shipped,Amazon,Set,S,B09QJ3FWZV,Shipped,1,376,VISAKHAPATNAM,ANDHRA PRADESH,530013
15844,407-8897478-8557163,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B079WYDLLS,Shipped,1,1099,PUNDRI,HARYANA,136042
15845,404-3570035-5997113,04-21-22,Shipped,Amazon,Top,M,B08ZHSXP1S,Shipped,1,968,LUCKNOW,UTTAR PRADESH,226002
15846,408-0928365-8529900,04-21-22,Shipped,Amazon,Western Dress,S,B09TY17YHW,Shipped,1,495,PUNE,MAHARASHTRA,411028
15847,402-3153904-4532321,04-21-22,Shipped,Amazon,kurta,XS,B07JGMS1PN,Shipped,1,432,MUMBAI,MAHARASHTRA,400059
15848,408-4281000-6769101,04-21-22,Shipped,Amazon,kurta,XXL,B099NMY9CB,Shipped,1,885,CHENNAI,TAMIL NADU,600034
15849,405-4316662-1381963,04-21-22,Shipped - Delivered to Buyer,Merchant,Western Dress,XXL,B091T32P4L,Shipped,1,524,ROURKELA,ODISHA,769015
15850,171-5931882-4953164,04-21-22,Cancelled,Merchant,kurta,L,B09K3THDTH,Null,0,487,HYDERABAD,TELANGANA,500036
15851,407-7960189-9706727,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B08RNX8Q22,Shipped,1,690,HYDERABAD,TELANGANA,500085
15852,405-0368951-6881158,04-21-22,Cancelled,Amazon,kurta,XXL,B099FB9BP3,Cancelled,0,437,NALLASOPARA (EAST),MAHARASHTRA,401209
15853,404-4190458-6346747,04-21-22,Shipped,Amazon,Set,L,B099NJKJ54,Shipped,1,362,Hyderabad,ANDHRA PRADESH,500008
15854,403-7797550-5745118,04-21-22,Shipped,Amazon,Western Dress,M,B091T25NQG,Shipped,1,0,RAJAHMUNDRY,ANDHRA PRADESH,533107
15855,408-2011190-0492309,04-21-22,Shipped,Amazon,Set,XL,B08XQBF1G4,Shipped,1,563,THANE,MAHARASHTRA,401107
15856,408-5053060-5393115,04-21-22,Cancelled,Amazon,kurta,S,B0981293MJ,Unshipped,1,690,Birbhum,WEST BENGAL,731213
15857,171-5738009-0928341,04-21-22,Cancelled,Merchant,kurta,L,B09K3THDTH,Null,0,788,HYDERABAD,TELANGANA,500036
15858,407-1620357-7713967,04-21-22,Shipped,Amazon,Set,XXL,B09K3YHSDV,Shipped,1,635,NOIDA,UTTAR PRADESH,201301
15859,407-3977890-8484344,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,S,B0925VZX2V,Shipped,1,437,Kuttippuram,KERALA,679571
15860,403-0804205-8534747,04-21-22,Cancelled,Merchant,kurta,L,B099NMK3ZV,Null,0,1115,KOLKATA,WEST BENGAL,700101
15861,171-3311488-2837962,04-21-22,Shipped,Amazon,Set,L,B099NJKJ54,Shipped,1,1299,Bengaluru,KARNATAKA,560066
15862,404-6344374-8463504,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B09KXMK44R,Shipped,1,301,VASAI VIRAR,MAHARASHTRA,401209
15863,402-0606574-3486723,04-21-22,Cancelled,Amazon,kurta,L,B0783Q5HMF,Cancelled,0,563,PUTTUR,KARNATAKA,574203
15864,404-8942996-7350704,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,3XL,B0828PD16L,Shipped,1,316,HYDERABAD,TELANGANA,500047
15865,408-8612461-4588336,04-21-22,Shipped,Amazon,Top,S,B0926WH17C,Shipped,1,0,HYDERABAD,TELANGANA,502032
15866,408-0658032-5385121,04-21-22,Shipped,Amazon,Set,XL,B07Q2MWDYN,Shipped,1,471,BENGALURU,KARNATAKA,560015
15867,403-1356692-9310752,04-21-22,Shipped,Amazon,Set,S,B09RKFDNHM,Shipped,1,531,BENGALURU,KARNATAKA,560099
15868,404-3683514-8685138,04-21-22,Shipped,Amazon,kurta,3XL,B09K4182W8,Shipped,1,612,HYDERABAD,TELANGANA,500089
15869,404-3683514-8685138,04-21-22,Shipped,Amazon,kurta,3XL,B099NJ1WVX,Shipped,1,696,HYDERABAD,TELANGANA,500089
15870,171-0170143-9688345,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B079WYDLLS,Shipped,1,458,BENGALURU,KARNATAKA,560061
15871,405-3975078-6040325,04-21-22,Cancelled,Amazon,Set,S,B09RKFC91P,Cancelled,0,406,VASAI VIRAR,MAHARASHTRA,401303
15872,402-8472905-9367509,04-21-22,Shipped,Amazon,kurta,3XL,B08BFVXK6N,Shipped,1,495,ALLAHABAD,UTTAR PRADESH,211003
15873,171-3105782-8881951,04-21-22,Shipped,Amazon,Top,3XL,B094373LWG,Shipped,1,0,GUWAHATI,ASSAM,781038
15874,403-9519030-5438711,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B07WP5DYSW,Shipped,1,517,BENGALURU,KARNATAKA,560037
15875,408-6439204-7737965,04-21-22,Shipped,Amazon,Set,L,B09RKCX5WR,Shipped,1,574,VENKETRAIPUR,ODISHA,761002
15876,407-5614561-2983529,04-21-22,Shipped,Amazon,kurta,M,B0981118H4,Shipped,1,376,PIMPRI CHINCHWAD,MAHARASHTRA,412101
15877,408-4743315-5177125,04-21-22,Shipped,Amazon,kurta,L,B08YYVFDZP,Shipped,1,967,BARIPADA,ODISHA,757107
15878,408-4743315-5177125,04-21-22,Shipped,Amazon,kurta,XL,B08YYVLZVH,Shipped,1,353,BARIPADA,ODISHA,757107
15879,404-4268636-0019510,04-21-22,Shipped,Amazon,Top,M,B08ZHSXP1S,Shipped,1,533,KOLKATA,WEST BENGAL,700061
15880,406-5281014-6299540,04-21-22,Shipped,Amazon,Top,S,B0965L4WB7,Shipped,1,533,CHENNAI,TAMIL NADU,600017
15881,406-5281014-6299540,04-21-22,Shipped,Amazon,Top,S,B094FMCJQP,Cancelled,0,432,CHENNAI,TAMIL NADU,600017
15882,408-4215813-7590722,04-21-22,Shipped - Returned to Seller,Merchant,kurta,XL,B09K3WVV5F,Shipped,1,599,NAVELIM,GOA,403707
15883,406-1791653-0877940,04-21-22,Shipped,Amazon,Western Dress,S,B099NR7612,Shipped,1,0,Fatehgarh Panjtoor,PUNJAB,142043
15884,405-0007320-9241115,04-21-22,Shipped,Amazon,kurta,XL,B07K4C1KTB,Shipped,1,0,PUNE,MAHARASHTRA,411037
15885,404-0255383-8168329,04-21-22,Cancelled,Amazon,Set,L,B0983CRK42,Cancelled,0,744,GONDA,UTTAR PRADESH,271202
15886,404-4299120-4237920,04-21-22,Cancelled,Amazon,kurta,M,B07R52G8ZN,Unshipped,1,685,Avinashi,TAMIL NADU,641654
15887,404-4997181-0145965,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09K3SHVLV,Shipped,1,0,HYDERABAD,TELANGANA,500033
15888,404-6745689-7905122,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B0894YFQ5R,Shipped,1,432,Ambedkar Nagar,UTTAR PRADESH,224147
15889,402-2210833-0929134,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B09G2STB6H,Shipped,1,666,CHANDIGARH,CHANDIGARH,160022
15890,407-1995170-9287565,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XS,B09HMPDC1K,Shipped,1,696,CHENNAI,TAMIL NADU,600126
15891,404-2244354-9853948,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B081WVMMCY,Shipped,1,582,NAMAKKAL,TAMIL NADU,637003
15892,403-3927222-0712304,04-21-22,Shipped,Amazon,Ethnic Dress,M,B09265RNHH,Shipped,1,517,BENGALURU,KARNATAKA,560027
15893,171-5906258-3743543,04-21-22,Shipped,Amazon,Set,3XL,B08QGKP8XG,Shipped,1,399,MUDIGERE,KARNATAKA,577132
15894,403-6679056-1459523,04-21-22,Shipped,Amazon,Set,M,B09NQ4NM75,Shipped,1,999,PUNE,MAHARASHTRA,411057
15895,405-8764853-4603531,04-21-22,Cancelled,Merchant,kurta,3XL,B09KXQ119C,Null,0,1200,NALLASOPARA (EAST),MAHARASHTRA,401209
15896,408-7000828-1252310,04-21-22,Cancelled,Amazon,kurta,XL,B07GRQVB2G,Unshipped,1,597,HYDERABAD,TELANGANA,500010
15897,402-9942421-9204341,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,L,B089G28YYW,Shipped,1,0,KALYAN-DOMBIVLI,MAHARASHTRA,421202
15898,408-4754507-0369160,04-21-22,Shipped,Amazon,Set,XL,B08W8DJG7F,Shipped,1,357,CHENNAI,TAMIL NADU,600118
15899,405-8830985-2769954,04-21-22,Shipped - Delivered to Buyer,Merchant,Top,M,B092D2GLW2,Shipped,1,660,hyderabad,TELANGANA,500076
15900,408-0976040-9394734,04-21-22,Shipped,Amazon,kurta,XXL,B091Q92M8Z,Shipped,1,563,CHENNAI,TAMIL NADU,600012
15901,408-2922554-3465943,04-21-22,Shipped,Amazon,Set,XXL,B0928WXHXF,Shipped,1,399,CHENNAI,TAMIL NADU,600018
15902,407-0621146-4910750,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XL,B081WPK66G,Shipped,1,329,FARIDABAD,HARYANA,121002
15903,407-3634605-7097129,04-21-22,Cancelled,Amazon,Set,XXL,B0894X9LNS,Unshipped,1,560,PATNA,BIHAR,800027
15904,402-6717109-3846758,04-21-22,Shipped,Amazon,Set,XL,B08YN7XDSG,Shipped,1,399,NEW DELHI,DELHI,110085
15905,408-4507106-6310733,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B09RKFFXVC,Shipped,1,1140,GREATER NOIDA,UTTAR PRADESH,201312
15906,408-3808585-3245939,04-21-22,Shipped,Amazon,Set,XL,B09VZ6HK5S,Shipped,1,824,GREATER NOIDA,UTTAR PRADESH,201312
15907,402-2627968-0831515,04-21-22,Shipped,Amazon,Top,M,B08ZHMSJVJ,Shipped,1,1399,BANGALORE,KARNATAKA,560048
15908,407-9651517-3835513,04-21-22,Shipped,Amazon,kurta,XS,B083SMQCTY,Shipped,1,1228,Lucknow,UTTAR PRADESH,226002
15909,171-7608373-7302766,04-21-22,Shipped,Amazon,Set,XS,B09RKDQHR3,Shipped,1,487,Gurugram,HARYANA,122002
15910,408-6580976-4030730,04-21-22,Shipped,Amazon,kurta,M,B09SDZ4FH9,Shipped,1,459,ANUGUL,ODISHA,759122
15911,405-3921776-7007501,04-21-22,Shipped,Amazon,Set,XL,B0894WY9V7,Shipped,1,1399,AHMEDABAD,Gujarat,380015
15912,404-6995721-7043534,04-21-22,Shipped,Amazon,kurta,XS,B081XCMYXJ,Shipped,1,725,CHENNAI,TAMIL NADU,600124
15913,403-3464638-2575565,04-21-22,Shipped - Delivered to Buyer,Merchant,Top,XL,B094FKSMY4,Shipped,1,1140,VASAI VIRAR,MAHARASHTRA,401303
15914,406-1793460-0643556,04-21-22,Shipped,Amazon,Set,M,B08CMRV8D1,Shipped,1,399,BENGALURU,KARNATAKA,560037
15915,403-2954670-0665142,04-21-22,Shipped,Amazon,Set,3XL,B0894Y1W9Q,Shipped,1,469,HYDERABAD,TELANGANA,500062
15916,404-0835255-4457942,04-21-22,Shipped - Returned to Seller,Merchant,kurta,3XL,B0983NWPWX,Shipped,1,653,SINGRAULI,MADHYA PRADESH,486889
15917,171-5446356-0886751,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XS,B099F9SKHN,Shipped,1,1140,UNCHAHAR,UTTAR PRADESH,229406
15918,171-0463956-6053145,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,L,B09811Y7WM,Shipped,1,291,DHANBAD,JHARKHAND,826004
15919,402-1061843-1614725,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B089G1HM97,Shipped,1,459,SAGAR,WEST BENGAL,743373
15920,407-4813221-0600365,04-21-22,Shipped,Amazon,kurta,XS,B082TTV7WX,Shipped,1,458,MANDYA,KARNATAKA,571448
15921,406-8186012-1550707,04-21-22,Shipped,Amazon,Western Dress,XXL,B09831TPR5,Shipped,1,568,KALYAN,MAHARASHTRA,421301
15922,407-0498280-9386729,04-21-22,Shipped,Amazon,kurta,3XL,B082W7MZVQ,Shipped,1,442,BENGALURU,KARNATAKA,560089
15923,171-7695567-7897941,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B09K3TFNR8,Shipped,1,744,PUNE,MAHARASHTRA,411057
15924,408-7310520-5361117,04-21-22,Shipped,Amazon,kurta,M,B08YYYZMKB,Shipped,1,376,BHOPAL,MADHYA PRADESH,462022
15925,404-6976394-2149156,04-21-22,Shipped,Amazon,Set,L,B07Q2P453R,Shipped,1,459,HYDERABAD,TELANGANA,500049
15926,404-1755168-3379566,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09KXT4VG7,Shipped,1,484,HYDERABAD,TELANGANA,500049
15927,402-5126112-9035525,04-21-22,Shipped,Amazon,Top,XS,B0987184SL,Shipped,1,612,HYDERABAD,TELANGANA,500090
15928,171-6766485-1217935,04-21-22,Shipped,Amazon,kurta,XXL,B081WSWWL7,Shipped,1,666,Pathankot,PUNJAB,145001
15929,407-2850248-2941137,04-21-22,Shipped,Amazon,kurta,XL,B081WT6GG7,Shipped,1,563,NEW DELHI,DELHI,110074
15930,171-6568708-8875531,04-21-22,Shipped,Amazon,kurta,XS,B09K3XXDMV,Shipped,1,471,UNCHAHAR,UTTAR PRADESH,229406
15931,403-4469294-1468336,04-21-22,Cancelled,Amazon,kurta,L,B09811YYND,Unshipped,1,399,Pune,MAHARASHTRA,412409
15932,171-0321616-4597151,04-21-22,Shipped,Amazon,kurta,XS,B07WP5J1L6,Shipped,1,459,PUNE,MAHARASHTRA,411060
15933,171-0321616-4597151,04-21-22,Shipped,Amazon,kurta,S,B082W87NQF,Shipped,1,635,PUNE,MAHARASHTRA,411060
15934,404-5138365-9917102,04-21-22,Shipped,Amazon,Set,S,B08XNJ19QH,Shipped,1,376,VAISHALI,BIHAR,844124
15935,404-3366257-8737931,04-21-22,Shipped,Amazon,Set,S,B0894XGJ83,Shipped,1,435,KHALAPUR,MAHARASHTRA,410203
15936,408-8236127-6784356,04-21-22,Shipped,Amazon,Set,S,B0894XGJ83,Shipped,1,1112,HYDERABAD,TELANGANA,500010
15937,405-7769414-8917963,04-21-22,Shipped,Amazon,kurta,XS,B07ZYT498K,Shipped,1,1065,HUBBALLI,KARNATAKA,580030
15938,403-4103196-0350746,04-21-22,Shipped,Amazon,Western Dress,M,B09831XC46,Shipped,1,0,PANCHKULA,HARYANA,134109
15939,404-3159268-2889900,04-21-22,Shipped,Amazon,Set,S,B08XNJ19QH,Shipped,1,267,KANGRA,HIMACHAL PRADESH,176115
15940,406-4433522-4549169,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,L,B09RKF82J5,Shipped,1,807,VADAKARA,KERALA,673105
15941,406-2882831-3855517,04-21-22,Shipped,Amazon,Set,L,B099NJKJ54,Shipped,1,1112,VADAKARA,KERALA,673105
15942,408-7507580-1049908,04-21-22,Shipped - Returned to Seller,Merchant,kurta,M,B08YZ2L9TX,Shipped,1,999,PUTTUR,KARNATAKA,574230
15943,404-8046240-6720306,04-21-22,Cancelled,Merchant,kurta,M,B081WY1SP3,Null,0,563,CHANGANACHERRY,KERALA,686102
15944,405-3015042-0931515,04-21-22,Cancelled,Merchant,kurta,3XL,B0828PD16L,Null,0,499,BENGALURU,KARNATAKA,560049
15945,405-3015042-0931515,04-21-22,Cancelled,Merchant,Set,XL,B08P1G6BB1,Null,0,380,BENGALURU,KARNATAKA,560049
15946,404-2078728-5998712,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B0894XWGCR,Shipped,1,449,THATIPAKA,ANDHRA PRADESH,533249
15947,403-4467374-1490746,04-21-22,Shipped - Delivered to Buyer,Merchant,Western Dress,S,B0982Z4W2G,Shipped,1,544,Visakhapatnam,ANDHRA PRADESH,530018
15948,171-6986974-3950740,04-21-22,Shipped,Amazon,kurta,XXL,B07R41S1YG,Shipped,1,1186,BENGALURU,KARNATAKA,560079
15949,171-5089229-5384348,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,XXL,B084KJS373,Shipped,1,744,BENGALURU,KARNATAKA,560079
15950,407-3641001-0642768,04-21-22,Cancelled,Amazon,kurta,3XL,B082W7MZVQ,Cancelled,0,432,BENGALURU,KARNATAKA,560089
15951,171-9597853-6281951,04-21-22,Shipped,Amazon,Set,M,B08YN44FZJ,Shipped,1,295,Pune,MAHARASHTRA,411057
15952,408-9809013-2489151,04-21-22,Shipped - Delivered to Buyer,Merchant,kurta,M,B08YZ2L9TX,Shipped,1,0,NEW DELHI,DELHI,110007
15953,406-6668297-5414713,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,S,B09RKF9GZQ,Shipped,1,824,THANE,MAHARASHTRA,401107
15954,407-6511410-5473128,04-21-22,Shipped,Amazon,Set,L,B099NJKJ54,Shipped,1,499,ANANTAPUR,ANDHRA PRADESH,515001
15955,406-5718377-9824310,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B09K3DQZ66,Shipped,1,1115,THANE,MAHARASHTRA,401107
15956,404-4703641-9509163,04-21-22,Shipped,Amazon,Set,M,B08XQ8R6GW,Shipped,2,563,WARANGAL,TELANGANA,506001
15957,406-7965075-3601159,04-21-22,Shipped,Amazon,kurta,S,B09K3ZT165,Shipped,1,692,MUMBAI,MAHARASHTRA,400010
15958,171-7372728-4117926,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,M,B09RKD6KWL,Shipped,1,1576,Pune,MAHARASHTRA,411047
15959,408-0867812-5209941,04-21-22,Cancelled,Amazon,kurta,M,B09SDZ4FH9,Unshipped,1,458,ANUGUL,ODISHA,759122
15960,171-1346819-4405968,04-21-22,Cancelled,Merchant,Set,M,B09RKD6KWL,Null,0,1186,Pune,MAHARASHTRA,411047
15961,405-4738109-0769118,04-21-22,Cancelled,Merchant,kurta,3XL,B0828PD16L,Null,0,725,BENGALURU,KARNATAKA,560049
15962,404-4355114-1808348,04-21-22,Shipped,Amazon,kurta,L,B082W7GVH7,Shipped,1,0,BENGALURU,KARNATAKA,560103
15963,402-3696517-0509969,04-21-22,Cancelled,Amazon,kurta,3XL,B082W7Y2KY,Cancelled,0,0,Chennai,TAMIL NADU,600091
15964,408-1580937-0165128,04-21-22,Cancelled,Amazon,Set,M,B09NQ4NM75,Unshipped,1,376,BENGALURU,KARNATAKA,560032
15965,404-6811700-4497946,04-21-22,Shipped,Amazon,kurta,L,B07GRVC75J,Shipped,1,0,BENGALURU,KARNATAKA,560103
15966,404-8490819-2037133,04-21-22,Shipped,Amazon,kurta,L,B08TRHPCDQ,Shipped,1,597,Kashimnagar,WEST BENGAL,731221
15967,406-1242572-9777102,04-21-22,Shipped,Amazon,Set,L,B07X3M5KLQ,Shipped,1,376,CHIKKAMAGALURU,KARNATAKA,577101
15968,408-3029270-8279508,04-21-22,Shipped - Delivered to Buyer,Merchant,Set,XL,B09G2STB6H,Shipped,1,399,DIBRUGARH,ASSAM,786005
15969,402-2194939-5515536,04-21-22,Shipped,Amazon,kurta,L,B08HHJRFQP,Shipped,1,696,Kozhikode,KERALA,673611
15970,404-4843938-4610750,04-21-22,Shipped,Amazon,kurta,L,B07K3R51CL,Shipped,1,582,MYSURU,KARNATAKA,570016
15971,405-0165691-5538773,04-21-22,Shipped,Amazon,Top,L,B09RMXRBNW,Shipped,1,458,CHENNAI,TAMIL NADU,600041
15972,171-2811429-1482764,04-21-22,Shipped - Returned to Seller,Merchant,kurta,M,B081WY1SP3,Shipped,1,685,PUNE,MAHARASHTRA,411014
15973,404-8186972-2612354,04-21-22,Shipped,Amazon,Set,M,B09KXV4BN8,Shipped,1,599,MARAIMALAINAGAR,TAMIL NADU,603209
15974,405-2338462-9386728,04-21-22,Shipped,Amazon,kurta,M,B08B3VSTFG,Shipped,1,399,CHENNAI,TAMIL NADU,600056
